"","Date","Minimum temperature","Maximum temperature","Rainfall (mm)","Evaporation (mm)","Sunshine (hours)","Direction of maximum wind gust","Speed of maximum wind gust (km/h)","Time of maximum wind gust","9am Temperature","9am relative humidity (%)","9am cloud amount (oktas)","9am wind direction","9am wind speed (km/h)","9am MSL pressure (hPa)","3pm Temperature","3pm relative humidity (%)","3pm cloud amount (oktas)","3pm wind direction","3pm wind speed (km/h)","3pm MSL pressure (hPa)"
"671",2020-10-01,9.2,17.2,11.8,NA,NA,"WNW",50,10:00:00,13.7,56,1,"WNW","28",1015.7,16.3,47,NA,"WNW","24",1015.7
"672",2020-10-02,1.2,22,0,NA,NA,"NNW",35,13:25:00,11.7,63,NA,"WNW","7",1024.9,21.3,36,NA,"N","28",1022.9
"673",2020-10-03,3.2,24,0,NA,NA,"NW",39,12:29:00,14.5,70,NA,"N","7",1027.5,23.4,36,NA,"NNW","24",1022.5
"674",2020-10-04,4.3,25.3,0,NA,NA,"N",39,15:16:00,14.4,73,5,NA,"Calm",1021.9,24,44,2,"NNW","30",1018.2
"675",2020-10-05,7.8,24.3,0,NA,NA,"NW",54,11:17:00,17.7,63,NA,"S","9",1017.3,23.7,49,8,"NNW","33",1016.2
"676",2020-10-06,11.5,16.8,20.4,NA,NA,"ENE",24,23:56:00,12,99,8,"SSE","9",1022.5,15,83,8,NA,"Calm",1020.7
"677",2020-10-07,11.9,16.3,3.4,NA,NA,"SE",15,09:38:00,14.1,98,8,"SE","6",1020.8,15.7,96,8,"ENE","2",1018.6
"678",2020-10-08,12.5,18.6,12.6,NA,NA,"NNW",56,15:15:00,15.8,98,8,"N","20",1009.7,17.6,55,2,"NNW","35",1009.8
"679",2020-10-09,10.1,15.4,2,NA,NA,"NNW",52,23:39:00,12.7,62,6,"WNW","26",1013.1,13.9,67,8,"NW","26",1014.4
"680",2020-10-10,6.5,19,0,NA,NA,"WNW",50,12:09:00,12.2,61,NA,"NNW","19",1020,17.1,45,8,"W","26",1017.9
"681",2020-10-11,2.1,21.5,0,NA,NA,"NW",41,12:14:00,13,65,NA,"N","13",1021.4,20.4,36,2,"WNW","28",1019.5
"682",2020-10-12,10.5,22.5,0,NA,NA,"NW",39,15:18:00,14.2,75,5,NA,"Calm",1024.7,21.8,48,4,"NNW","13",1020.6
"683",2020-10-13,4.7,25.2,0,NA,NA,"E",50,16:53:00,13.5,70,NA,NA,"Calm",1024.2,23.5,39,2,"N","20",1021.4
"684",2020-10-14,12,21.2,0,NA,NA,"ENE",33,18:12:00,13.7,75,8,"E","20",1027.5,20.2,54,NA,"N","7",1023.3
"685",2020-10-15,11.7,25.3,0,NA,NA,"NW",46,13:18:00,15.7,75,NA,"ENE","2",1020.9,24.9,48,NA,"NNW","30",1015.2
"686",2020-10-16,13.5,21.2,0.2,NA,NA,"ESE",54,14:22:00,15.8,77,8,"N","15",1018.7,17.8,68,8,"ENE","31",1015.8
"687",2020-10-17,10.2,20.5,18.8,NA,NA,"NW",52,11:09:00,12.7,88,8,NA,"Calm",1013.4,19.3,62,8,"NNW","22",1009.5
"688",2020-10-18,11.1,20.5,7,NA,NA,"NNW",39,23:57:00,14.5,85,8,"NW","15",1010.9,20.1,55,7,"NNW","26",1010.1
"689",2020-10-19,10,19.7,0,NA,NA,"E",39,20:05:00,12.1,73,3,"ENE","6",1016.7,18.5,47,NA,"ENE","11",1015.5
"690",2020-10-20,9.7,21,0,NA,NA,"NNW",30,14:18:00,13.2,76,8,"E","6",1019,20.3,40,1,"N","15",1016.2
"691",2020-10-21,9.7,23.3,0,NA,NA,"NW",46,13:04:00,15.2,74,6,"SE","6",1016.7,22.4,45,1,"NNW","31",1013.2
"692",2020-10-22,8.7,24.4,0,NA,NA,"N",39,14:50:00,16.7,71,NA,"ENE","6",1015.7,23.6,33,NA,"NW","19",1012.7
"693",2020-10-23,9.7,26.4,0,NA,NA,"NW",70,19:22:00,17.8,76,3,NA,"Calm",1014.2,26,50,5,"N","26",1009.3
"694",2020-10-24,15.5,20.3,16.4,NA,NA,"NNW",50,08:41:00,17.7,96,8,"NNW","19",1005.1,19.7,73,8,"NNW","19",1002.3
"695",2020-10-25,6.4,13.5,10.6,NA,NA,"SE",33,14:24:00,7.3,85,8,"SSE","22",1014.2,12.8,70,8,"SE","22",1014.7
"696",2020-10-26,7.2,12.8,5.6,NA,NA,"SSE",48,09:06:00,8.4,77,8,"SSE","20",1021.3,11.8,74,8,"SE","20",1019.3
"697",2020-10-27,7.7,16.1,7,NA,NA,"ESE",35,11:00:00,10.7,75,8,"SSE","15",1022,15.7,61,8,"ENE","15",1018.7
"698",2020-10-28,7.2,19.5,0,NA,NA,"SSE",28,11:47:00,12.8,72,8,"S","13",1019.8,18.4,52,1,"NE","6",1015.3
"699",2020-10-29,7.6,20.4,2.4,NA,NA,"WNW",31,13:25:00,12.6,81,7,"ESE","9",1014.1,13.8,72,8,"ENE","11",1010.9
"700",2020-10-30,6.7,20.9,12,NA,NA,"E",46,16:11:00,12.9,85,8,"SE","11",1011.1,19.9,59,7,"ENE","26",1008.3
"701",2020-10-31,11.9,14.2,3.4,NA,NA,"ESE",43,09:50:00,14.1,83,8,"SSE","13",1009.1,11.3,99,8,"SSW","9",1011.2
"702",2020-11-01,10.7,21.3,21.4,NA,NA,"SSW",46,01:45:00,12.9,70,7,"S","30",1018.4,20.9,49,6,"S","20",1018.9
"703",2020-11-02,5.4,21.9,0,NA,NA,"N",30,14:06:00,14.6,68,NA,"S","7",1027.7,20.8,53,1,"N","17",1024.7
"704",2020-11-03,8.7,24.6,0,NA,NA,"N",28,15:41:00,14.2,80,8,"SSE","6",1025.9,23.8,57,NA,"NNW","13",1021.3
"705",2020-11-04,7.8,26.8,0,NA,NA,"WNW",50,14:53:00,16.3,68,NA,"NNW","6",1016.6,26,35,NA,"WNW","33",1011.1
"706",2020-11-05,9,11.6,17.8,NA,NA,"S",48,07:46:00,9.1,88,8,"S","22",1010.4,9.1,82,8,"S","30",1012.9
"707",2020-11-06,4,19.8,3.4,NA,NA,"N",37,15:40:00,11.3,63,NA,"S","4",1018.7,18.6,56,2,"NNW","19",1014.7
"708",2020-11-07,6.8,20.2,0.2,NA,NA,"E",39,18:59:00,13.4,68,7,"SSE","15",1020.2,19.5,35,NA,"S","17",1020.3
"709",2020-11-08,4.8,20.1,0,NA,NA,"ENE",37,09:42:00,11.7,59,2,"ESE","13",1028.5,18.4,42,NA,"ENE","13",1025.1
"710",2020-11-09,10.7,22,0,NA,NA,"N",30,14:03:00,13,66,8,"E","7",1027.4,20.9,45,NA,"N","17",1022.6
"711",2020-11-10,7.4,25.1,0,NA,NA,"N",28,13:51:00,15.2,75,NA,"WSW","6",1023.1,24.1,38,NA,"NNW","13",1018.2
"712",2020-11-11,7.8,26.9,0,NA,NA,"NW",41,13:19:00,17.9,67,NA,NA,"Calm",1018.2,25.8,41,NA,"NNW","28",1013.7
"713",2020-11-12,16,22.5,0,NA,NA,"NNW",56,10:52:00,19.8,60,4,"NE","7",1009.4,19.9,74,8,"WNW","20",1006.8
"714",2020-11-13,12.8,23.9,4.2,NA,NA,"W",46,13:37:00,17.7,94,8,"WNW","9",1004.9,22.1,45,7,"W","31",1002.9
"715",2020-11-14,8.5,22.8,0,NA,NA,"NNW",52,14:39:00,15.8,56,NA,"W","11",1009.3,22.2,43,NA,"NW","26",1008.3
"716",2020-11-15,6.8,27.7,0,NA,NA,"NNW",33,15:44:00,17,59,NA,"WSW","2",1015.8,27,29,NA,"NNW","17",1014.6
"717",2020-11-16,13.8,28,0,NA,NA,"WNW",72,09:22:00,25.7,34,NA,"NNW","33",1009.7,23.2,55,8,"NW","33",1011.2
"718",2020-11-17,5.5,24,0,NA,NA,"E",44,18:25:00,16.4,56,NA,"NNW","2",1019,23.2,25,NA,"N","24",1017.3
"719",2020-11-18,10.8,25.8,0,NA,NA,"N",24,12:14:00,15.7,65,4,"ENE","13",1023.9,23.8,38,NA,"NNW","11",1020.2
"720",2020-11-19,9.2,28.6,0,NA,NA,"N",31,14:43:00,19.6,63,NA,"S","9",1021.9,27.9,31,8,"NW","17",1017.8
"721",2020-11-20,11.4,33.5,0,NA,NA,"ESE",56,18:44:00,23,56,NA,NA,"Calm",1017.7,32.3,28,NA,"NNW","30",1015.6
"722",2020-11-21,11,29.4,0,NA,NA,"ENE",35,17:59:00,19.6,57,NA,"E","11",1021.8,28.1,43,NA,"N","9",1018
"723",2020-11-22,14.3,27.3,0,NA,NA,"SW",50,22:40:00,19.9,74,8,"N","9",1018,25,55,NA,"N","19",1014.6
"724",2020-11-23,15.7,20.8,30,NA,NA,"SW",72,12:07:00,18.1,99,8,"NNW","24",1008.8,16.1,98,6,"N","17",1005.3
"725",2020-11-24,10,23.8,12.6,NA,NA,"E",44,17:52:00,16.4,66,7,"SSE","13",1012.2,22.4,49,8,"WNW","15",1009.4
"726",2020-11-25,13.9,26.1,0,NA,NA,"NW",39,15:25:00,16,76,8,"NNE","11",1014.6,24.1,49,4,"NNW","17",1011.2
"727",2020-11-26,11.5,30.9,0,NA,NA,"E",39,18:08:00,20.6,69,NA,"WNW","6",1013.1,29.6,39,1,"N","19",1011.2
"728",2020-11-27,13.3,31.4,0,NA,NA,"NW",44,14:38:00,18,63,NA,"NW","4",1018.2,30,45,NA,"NW","30",1013.1
"729",2020-11-28,14.9,35.3,0,NA,NA,"SW",76,14:29:00,23.8,74,NA,"S","2",1011.3,34.2,26,2,"NNW","46",1005.5
"730",2020-11-29,16.8,27.8,3.4,NA,NA,"NW",72,07:50:00,26.5,47,1,"NW","46",1001.6,26.8,27,NA,"WNW","37",1003.8
"731",2020-11-30,13.6,23.2,0,NA,NA,"E",41,23:25:00,15.3,70,7,"E","22",1017.3,22.3,52,1,"ENE","17",1014.3
"732",2020-12-01,11.9,33.1,0,NA,NA,"NW",70,15:22:00,18.3,69,NA,"SSW","6",1011.4,32.1,35,NA,"NW","28",1005.5
"733",2020-12-02,13.9,26.2,2.6,NA,NA,"E",46,18:22:00,17.5,42,NA,"NNW","11",1017.2,23.9,32,NA,"NNW","22",1016.8
"734",2020-12-03,12.3,25.3,0,NA,NA,"NNW",35,16:35:00,14.7,77,8,"S","6",1021.7,24.1,42,NA,"NNW","13",1016.7
"735",2020-12-04,6,28.8,0,NA,NA,"W",54,11:49:00,17,61,NA,"NNW","7",1015.3,27.9,21,NA,"W","28",1011.7
"736",2020-12-05,8.4,28.4,0,NA,NA,"NW",72,16:44:00,17.3,70,3,"SW","7",1010.8,26.8,38,8,"NNW","44",1002.6
"737",2020-12-06,12.8,19.5,12,NA,NA,"NNW",61,00:48:00,14.3,50,NA,"WNW","33",1001.2,18.4,41,1,"WNW","35",1002.6
"738",2020-12-07,10.4,21.3,0,NA,NA,"WNW",59,08:27:00,16,46,NA,"WNW","31",1004.2,20.4,34,4,"WNW","31",1003.2
"739",2020-12-08,3.9,20.7,0.4,NA,NA,"NNW",44,16:45:00,13.2,57,NA,"NW","9",1012,20.5,39,NA,"W","24",1011.9
"740",2020-12-09,4.9,24.6,0.2,NA,NA,"NNW",39,15:56:00,14.1,66,NA,"WNW","6",1018.3,23.8,34,NA,"NNW","17",1015.4
"741",2020-12-10,8.7,25.4,0,NA,NA,"E",46,16:09:00,18.6,59,NA,"SSW","4",1017.8,23.1,57,3,"E","28",1017.9
"742",2020-12-11,9,19.9,0.8,NA,NA,"ESE",41,17:27:00,13.1,56,6,"SE","20",1028.4,18.9,40,1,"SE","19",1025.8
"743",2020-12-12,7.1,19.4,0,NA,NA,"ESE",37,12:39:00,14.9,56,4,"SE","15",1030,18.7,51,8,"E","24",1026.7
"744",2020-12-13,11.2,23.8,0.8,NA,NA,"E",39,14:19:00,14.9,88,8,"E","13",1025.5,22.6,44,2,"E","17",1021.6
"745",2020-12-14,12.3,26,0,NA,NA,"NE",37,14:20:00,17.5,74,7,"E","11",1020.9,25.3,42,3,"NE","15",1017.2
"746",2020-12-15,13.8,27.7,0,NA,NA,"NE",43,17:08:00,18.7,75,7,"ESE","9",1017.1,25.8,52,8,"E","11",1013.2
"747",2020-12-16,18.7,26.6,2,NA,NA,"ENE",37,18:36:00,21.9,85,7,"ESE","9",1012.5,25.2,69,8,"SE","7",1008.4
"748",2020-12-17,17.8,30.3,3.8,NA,NA,"NNW",41,11:08:00,20.1,99,7,"NW","15",1006.8,29,47,1,"NW","20",1004.5
"749",2020-12-18,14.8,28.4,0.2,NA,NA,"NW",50,10:08:00,25,40,NA,"WNW","24",1006.8,26,30,8,"NNW","31",1007.2
"750",2020-12-19,13.9,22.2,0,NA,NA,"ENE",41,12:38:00,16.9,69,7,"WSW","7",1015.8,19.7,61,NA,"ENE","28",1014
"751",2020-12-20,10,26.9,0,NA,NA,"N",35,16:06:00,17.1,65,3,"S","4",1013.4,25,23,NA,"NW","17",1009.8
"752",2020-12-21,13.1,23.6,0,NA,NA,"NNW",33,15:38:00,18.5,71,8,"ESE","7",1011.5,23.1,46,8,"NE","19",1007.6
"753",2020-12-22,12.6,22.8,18.4,NA,NA,"W",65,18:17:00,16.3,85,8,"NNW","17",1001.9,21.1,43,2,"WNW","35",1002.3
"754",2020-12-23,7.4,25.1,0.2,NA,NA,"NNW",30,16:53:00,15.6,64,8,"NNW","9",1013.9,24.2,39,1,"SW","11",1013.6
"755",2020-12-24,9.3,27.2,0,NA,NA,"NNW",44,12:19:00,17.3,73,NA,"NW","6",1015.5,26.6,28,NA,"WNW","28",1012.1
"756",2020-12-25,13.6,21.2,0,NA,NA,"ESE",43,18:28:00,15,76,8,"E","17",1018.2,20.7,56,NA,"NE","20",1017.1
"757",2020-12-26,12.3,26,0,NA,NA,"NE",35,15:47:00,15.7,76,8,"NE","13",1018.7,25,41,1,"WSW","13",1013.6
"758",2020-12-27,10.1,31.9,0,NA,NA,"NNW",44,14:56:00,19.2,67,NA,"WNW","6",1013.3,30.3,25,6,"WNW","26",1008
"759",2020-12-28,15,31.9,0,NA,NA,"E",57,15:24:00,25.1,51,NA,"N","22",1006.2,21.9,57,5,"E","28",1005.3
"760",2020-12-29,13.1,23.7,0,NA,NA,"ENE",43,17:38:00,15.6,70,8,"E","9",1013.5,21.2,49,6,"NE","20",1012.9
"761",2020-12-30,12.5,25.8,0,NA,NA,"NE",39,15:21:00,16.1,74,8,"E","11",1018.8,24.9,48,7,"NNE","17",1016.1
"762",2020-12-31,15.1,24,0,NA,NA,"E",39,16:48:00,15.7,88,8,"NE","9",1020.1,22.6,57,1,"E","24",1018.1
"763",2021-01-01,14.4,19.7,0,NA,NA,"ESE",35,12:39:00,15.9,71,8,"SE","17",1021.7,18.5,59,8,"ESE","17",1019.1
"764",2021-01-02,13,22.3,0,NA,NA,"E",37,16:02:00,16.9,59,8,"E","7",1015.7,20.6,60,8,"E","17",1011.7
"765",2021-01-03,15.7,26.7,5.8,NA,NA,"NNW",31,13:28:00,17.9,94,8,NA,"Calm",1008.1,24.1,60,8,"NW","17",1005.8
"766",2021-01-04,14.6,24.8,7.2,NA,NA,"WNW",56,13:28:00,21.6,74,7,"W","6",1006.3,16.3,97,8,"SSW","13",1007.6
"767",2021-01-05,14.1,28,5.4,NA,NA,"NW",39,13:16:00,19.2,77,4,"W","9",1008,26.6,41,2,"NW","20",1006.2
"768",2021-01-06,13,24.7,0.2,NA,NA,"ESE",46,13:23:00,18.2,68,8,"SE","11",1014,19.1,76,7,"ESE","33",1013.4
"769",2021-01-07,8.3,24.3,0,NA,NA,"ENE",44,17:21:00,16.6,57,NA,"SSE","19",1020.8,22.3,37,3,"E","26",1019.2
"770",2021-01-08,8.2,22.2,0,NA,NA,"SE",39,12:22:00,15.5,61,8,"ESE","17",1023.7,20.8,42,7,"ESE","19",1022.1
"771",2021-01-09,7.1,27.7,0,NA,NA,"NE",31,18:27:00,17.3,61,NA,"SSE","6",1022.6,26.1,35,1,"WNW","11",1018.7
"772",2021-01-10,10.7,31.8,0,NA,NA,"ENE",37,17:57:00,19.9,60,NA,"SSW","7",1020,29,32,8,"NE","17",1016.1
"773",2021-01-11,10.2,32.5,0,NA,NA,"N",31,15:21:00,20.5,55,NA,"NE","2",1017.6,31.5,24,NA,"WSW","19",1013.2
"774",2021-01-12,12,33.7,0,NA,NA,"E",70,16:55:00,22.1,49,NA,"SW","7",1014.9,32.8,25,NA,"WNW","26",1011.8
"775",2021-01-13,14.4,34.5,1.8,NA,NA,"N",67,20:06:00,21.5,64,NA,"E","2",1016.4,32,27,2,"W","17",1011.9
"776",2021-01-14,14.1,32.9,1,NA,NA,"NW",56,16:46:00,25,50,NA,"NW","24",1009.7,31.3,22,NA,"W","30",1007.2
"777",2021-01-15,10.9,27.9,0,NA,NA,"NW",57,13:47:00,19.2,63,3,"NNW","13",1007.2,27.2,22,NA,"NW","39",1001.9
"778",2021-01-16,9,23.5,0,NA,NA,"NW",52,15:16:00,13.8,37,NA,"WNW","11",1008.6,22.8,24,NA,"WNW","30",1006.8
"779",2021-01-17,4.8,27.7,0,NA,NA,"NW",41,15:55:00,16,50,NA,"WNW","7",1013,26.8,18,NA,"W","20",1010.8
"780",2021-01-18,7.6,30.8,0,NA,NA,"NW",46,15:38:00,17.5,61,NA,"SW","7",1013.8,29.7,18,NA,"NNW","26",1009.1
"781",2021-01-19,10.5,30.1,0,NA,NA,"E",52,16:15:00,19.9,34,NA,"SSE","15",1015.6,28.3,16,7,"WNW","11",1013.7
"782",2021-01-20,11.4,24.9,0,NA,NA,"NNE",37,15:42:00,15,60,3,"ENE","19",1022.4,22.6,35,4,"N","13",1018.8
"783",2021-01-21,8.4,30.5,0,NA,NA,"NW",33,13:51:00,16.4,64,NA,"S","7",1018.3,29,23,NA,"W","20",1012.3
"784",2021-01-22,11.2,34.1,0,NA,NA,"NW",50,12:08:00,22.4,52,NA,"NW","7",1010.9,31.3,20,1,"W","28",1007.5
"785",2021-01-23,11.5,35.9,0,NA,NA,"NNW",52,12:14:00,21.1,56,NA,NA,"Calm",1012.8,34.6,12,NA,"NW","17",1009.8
"786",2021-01-24,13.7,37.5,0,NA,NA,"ESE",48,18:34:00,20.8,79,NA,"N","9",1013.6,36.1,16,NA,"WNW","17",1009.2
"787",2021-01-25,15.6,38,0,NA,NA,"NNW",46,12:59:00,25.4,45,NA,"N","2",1010.1,36.2,23,1,"NW","24",1004.5
"788",2021-01-26,18.1,32.7,0,NA,NA,"NW",56,12:02:00,26.3,37,8,"NW","35",1002.3,27.4,44,8,"WNW","24",1001.7
"789",2021-01-27,16.7,20.1,5,NA,NA,"SE",39,21:51:00,17.2,87,8,"SSE","9",1012,19,68,7,"E","20",1014.2
"790",2021-01-28,15.9,17.9,0,NA,NA,"ESE",35,09:55:00,16.6,73,8,"SE","17",1020.2,15,93,8,"ESE","17",1020.3
"791",2021-01-29,13.2,18.8,22.8,NA,NA,"ENE",30,11:37:00,15.1,99,8,"S","9",1017.2,17.8,94,8,NA,"Calm",1014.1
"792",2021-01-30,15,29.3,7.8,NA,NA,"NW",39,11:10:00,18.4,99,8,"N","11",1010.8,28.1,46,NA,"WNW","22",1008.7
"793",2021-01-31,17.5,25.2,0.6,NA,NA,"N",39,13:42:00,19.5,78,8,"ENE","13",1015.4,24.1,57,NA,"NE","24",1014.4
"794",2021-02-01,16.4,28.1,0,NA,NA,"WNW",72,17:22:00,18.8,76,8,"ENE","6",1015.4,26.5,50,8,"WSW","13",1009.6
"795",2021-02-02,14.9,24.7,28.4,NA,NA,"SE",37,15:44:00,16.9,74,8,"SSE","11",1009.9,23.4,40,2,"SSW","17",1008.8
"796",2021-02-03,8.3,24.8,0.2,NA,NA,"E",33,20:25:00,14.4,67,7,"S","15",1013.5,22.8,41,1,"WNW","13",1009.4
"797",2021-02-04,13.2,29.4,0,NA,NA,"NNE",43,20:06:00,19,68,1,"ENE","4",1011.1,27.8,42,8,"NW","15",1007.6
"798",2021-02-05,17.1,28.2,2,NA,NA,"NE",50,20:04:00,19.7,82,8,NA,"Calm",1010.3,26.6,55,7,"NNE","20",1005.5
"799",2021-02-06,18.8,26,30.6,NA,NA,"N",54,05:07:00,19.2,99,7,"NNW","30",1001.8,25.2,44,NA,"NNW","35",1000.6
"800",2021-02-07,10.1,27.5,5.4,NA,NA,"E",44,18:23:00,18,63,NA,"SE","2",1006.5,26.6,35,NA,"ENE","7",1005
"801",2021-02-08,14.8,24.9,1.4,NA,NA,"E",39,17:27:00,15.3,89,8,"SE","6",1013.6,23.1,49,1,"NNW","9",1010.9
"802",2021-02-09,15,21.9,0,NA,NA,"ENE",37,14:24:00,16.3,70,8,"ESE","11",1017,20.7,58,7,"ENE","17",1014.8
"803",2021-02-10,14.2,24.4,0,NA,NA,"E",35,19:24:00,15.6,75,7,"E","13",1016.8,22.7,51,4,"NW","9",1013.1
"804",2021-02-11,14.6,28.3,0,NA,NA,"NW",35,16:49:00,16.9,78,8,"N","4",1014.1,26.3,43,4,"N","20",1009.4
"805",2021-02-12,15.7,26,0,NA,NA,"NW",43,10:02:00,21.7,56,8,"NNW","15",1006.8,20,92,8,"NNW","15",1005.9
"806",2021-02-13,18.5,26.9,2.4,NA,NA,"ENE",46,13:50:00,21.2,81,8,"N","7",1006.6,21.5,64,6,"ENE","31",1008
"807",2021-02-14,9.8,24.4,0,NA,NA,"ENE",33,18:05:00,16.6,65,NA,"SE","11",1016.1,23.1,41,1,"SW","9",1014.3
"808",2021-02-15,12.6,23.6,0,NA,NA,"ESE",48,12:07:00,17,56,7,"SSE","26",1019.4,22.5,42,NA,"E","30",1019
"809",2021-02-16,9.9,25.1,0,NA,NA,"E",44,13:33:00,17.8,69,8,"S","19",1022.6,24,56,1,"ENE","26",1020.8
"810",2021-02-17,12.1,24.3,0,NA,NA,"ESE",41,17:43:00,16.7,73,2,"E","15",1024.3,22.7,48,7,"ENE","24",1023.1
"811",2021-02-18,11.5,24.2,0,NA,NA,"NE",37,11:26:00,17.5,60,7,"SE","15",1025.1,22.7,52,5,"ENE","20",1022.6
"812",2021-02-19,12.1,27.2,0,NA,NA,"ENE",28,19:52:00,18.3,74,8,"SSE","11",1021.5,25.1,53,5,"SW","9",1017.5
"813",2021-02-20,13.6,30.9,0,NA,NA,"E",30,20:00:00,19.9,74,NA,"SE","7",1016.3,29.4,33,NA,"WNW","11",1012.1
"814",2021-02-21,14.1,30.3,0,NA,NA,"WSW",37,15:02:00,20.3,75,NA,"SW","6",1011.5,26.6,48,8,"W","17",1007.4
"815",2021-02-22,13,30.1,0,NA,NA,"NW",43,15:05:00,19.1,79,7,"NW","6",1007.2,28.3,43,1,"NNW","19",1004.1
"816",2021-02-23,12.8,22.4,0.2,NA,NA,"SSE",35,13:05:00,13.4,70,8,"SSE","20",1012.2,20.1,43,7,"S","19",1012.4
"817",2021-02-24,6.6,19.7,0.2,NA,NA,"ENE",33,13:25:00,14.2,57,5,"SSE","11",1018.1,18.5,60,7,"E","22",1015.2
"818",2021-02-25,13.4,24.5,0,NA,NA,"N",30,13:00:00,18.3,70,8,"ESE","2",1010.3,21.6,70,7,"NW","19",1007.8
"819",2021-02-26,5.8,26.3,2.4,NA,NA,"NW",44,12:29:00,16.7,53,NA,"N","11",1009.4,25.4,35,NA,"WNW","22",1007.9
"820",2021-02-27,13.7,28,0,NA,NA,"NW",35,15:27:00,15.3,84,8,"ESE","11",1013.1,25,41,4,"WSW","11",1010.1
"821",2021-02-28,5.6,29.5,0,NA,NA,"WNW",33,16:06:00,14.7,61,NA,"SSE","6",1012.4,28.4,24,NA,"WNW","17",1009
"822",2021-03-01,10.1,29.2,0,NA,NA,"WNW",54,13:29:00,14.2,99,7,"ENE","7",1010.4,28.1,26,NA,"WNW","35",1007
"823",2021-03-02,5.4,25.1,0,NA,NA,"E",43,18:06:00,15.1,61,NA,"SSE","15",1011.3,22.9,28,NA,"SW","13",1009.8
"824",2021-03-03,9.9,23.3,0,NA,NA,"E",37,18:56:00,12.3,59,8,"SE","13",1016,21.5,28,NA,"N","9",1013.2
"825",2021-03-04,8.2,26.2,0,NA,NA,"WNW",44,15:59:00,13,69,NA,"ESE","2",1014.4,24.7,33,NA,"WNW","20",1009.4
"826",2021-03-05,6.2,26.5,0,NA,NA,"E",39,20:10:00,14.5,65,NA,NA,"Calm",1008.2,25.9,26,NA,"WSW","13",1006.3
"827",2021-03-06,7.2,24.2,0,NA,NA,"E",44,18:35:00,12.2,58,8,"SE","17",1013,21.9,33,NA,"NE","7",1010.5
"828",2021-03-07,6.1,27,0,NA,NA,"WNW",37,14:14:00,13,79,NA,"S","4",1014.5,26.1,33,NA,"NNW","17",1010.4
"829",2021-03-08,12.1,27.7,0.2,NA,NA,"WNW",59,14:33:00,15.4,86,8,"ESE","7",1011.7,25.6,39,8,"NW","20",1008.5
"830",2021-03-09,7.2,27.5,3,NA,NA,"NW",46,13:57:00,17.8,65,NA,"N","13",1012.3,26.4,33,NA,"NNW","31",1011.5
"831",2021-03-10,12.9,27,0,NA,NA,"S",50,14:40:00,17.1,76,7,"NE","7",1020.3,26,39,5,"N","11",1017.8
"832",2021-03-11,13.6,25.7,0,NA,NA,"NW",43,14:42:00,18.2,77,5,NA,"Calm",1021.3,23.2,53,8,"WNW","11",1017.3
"833",2021-03-12,16.3,27,11.2,NA,NA,"ESE",28,18:07:00,18.4,91,8,"SE","6",1018.2,25.1,51,NA,"WNW","11",1014.6
"834",2021-03-13,12.8,30.1,0,NA,NA,"NW",43,13:08:00,16.7,100,6,NA,"Calm",1014.5,28.4,39,NA,"WNW","22",1009.7
"835",2021-03-14,10.9,15.9,9.8,NA,NA,"S",39,07:25:00,11.2,99,8,"S","19",1013.8,13.6,67,8,"SSE","13",1016
"836",2021-03-15,3.5,22.1,10.8,NA,NA,"ENE",30,18:55:00,8.5,77,NA,"SE","9",1022.6,20.3,33,NA,"S","9",1020
"837",2021-03-16,6.7,20.5,0,NA,NA,"SE",31,11:20:00,12.4,85,8,"SE","9",1026,19.5,55,8,"ESE","15",1024
"838",2021-03-17,10.5,17.5,0,NA,NA,"SSE",31,07:44:00,13.8,82,8,"SSE","15",1025.9,15.3,81,8,"ESE","19",1024.8
"839",2021-03-18,13.3,21.7,0.2,NA,NA,"ESE",48,09:46:00,15.8,89,8,"SSE","11",1025.6,21.1,63,8,"E","30",1024.3
"840",2021-03-19,13.9,20.7,0.2,NA,NA,"E",44,14:23:00,16.4,77,8,"SE","20",1027.2,17.3,92,8,"E","17",1026.1
"841",2021-03-20,14.1,20.7,2.6,NA,NA,"SE",46,12:41:00,15.9,82,8,"SSE","20",1025.8,19.4,72,8,"SE","26",1022.8
"842",2021-03-21,15.5,17.9,11.2,NA,NA,"E",46,07:58:00,16.6,88,8,"E","22",1024.6,17.2,90,8,"ENE","17",1023.5
"843",2021-03-22,14.9,16.7,5.8,NA,NA,"E",37,08:57:00,15.4,92,8,"E","13",1022.1,16.1,93,8,"ESE","15",1018.8
"844",2021-03-23,14.3,18.6,30.6,NA,NA,"NW",37,23:00:00,15.6,99,8,"ESE","13",1007,18,99,8,"ESE","13",999.6
"845",2021-03-24,15.6,19.8,23.8,NA,NA,"NW",52,09:13:00,18.1,79,6,"NW","30",998.7,18.9,66,8,"NW","28",998.7
"846",2021-03-25,14,22.6,0,NA,NA,"WNW",52,12:40:00,16.4,93,8,"NNW","19",1003.2,21.5,45,NA,"WNW","31",1004.1
"847",2021-03-26,4.4,21.4,0,NA,NA,"NW",37,12:58:00,10.6,84,NA,NA,"Calm",1013.8,20.3,45,4,"WNW","17",1010.7
"848",2021-03-27,5.9,21.6,0,NA,NA,"NW",48,11:06:00,12.3,84,3,NA,"Calm",1013.2,20.7,48,1,"NW","31",1010.5
"849",2021-03-28,4.4,21,0.8,NA,NA,"NW",33,13:22:00,10.3,99,NA,NA,"Calm",1017.5,19.1,42,NA,"NW","20",1015
